,Unit,Group.Name.Partner,Date.and.Time,Borough,LocationType,Location,Event.Name,Event.Type,Category,Classification,Audience,Attendance,pmam,time,lon,lat
1367,Recreation,Jonathan Adone,08/18/2020 10:00:00 AM,Brooklyn,Park,McKinley Park,Fitness,Local Event,Fitness,Summer 2020,Adults,4,AM,2020-08-18 10:00:00,,
1368,Recreation,,08/18/2020 10:00:00 AM,Bronx,Park,St. Mary's Park,Cardio + Strength,Community Based Event,Fitness,Fitness,Teens,2,AM,2020-08-18 10:00:00,-73.9120243,40.8117387
1369,Recreation,,08/18/2020 10:00:00 AM,Bronx,Park,St. Mary's Park,skills & drills,Community Based Event,Sport,Summer 2020,Children;#Teens,6,AM,2020-08-18 10:00:00,-73.9120243,40.8117387
1370,Recreation,Carl,08/18/2020 10:00:00 AM,Bronx,Park,Williamsbridge Oval Park,Pickle ball,Community Based Event,Sport,Summer 2020,Seniors,5,AM,2020-08-18 10:00:00,-73.8763876,40.8776269
1371,Recreation,Shape Up,08/18/2020 10:00:00 AM,Brooklyn,Park,Shore Park and Parkway,Shape Up NYC: Lift and Movement,Community Based Event,Fitness,Summer 2020,Adults,4,AM,2020-08-18 10:00:00,-74.03878379999999,40.6150368
1372,Urban Park Rangers,General Public,08/18/2020 10:30:00 AM,Brooklyn,Park,Saratoga Park,Leaf scavenger hunt,Community Based Event,Nature,Summer 2020,Teens;#Children;#Adults,7,AM,2020-08-18 10:30:00,,
1373,Recreation,Daniel Colonna & Guy Ruffin,08/18/2020 10:30:00 AM,Manhattan,Park,Thomas Jefferson Park,SSE Outdoor PRogramming,Community Based Event,Sport,Summer 2020,Tot;#Children;#Teens,13,AM,2020-08-18 10:30:00,-73.9352341,40.7933578
1374,Recreation,John Contreras,08/18/2020 10:30:00 AM,Manhattan,Playground,St. Nicholas Playground North,KIM Outdoor Programming,Community Based Event,Sport,Play,Tot;#Children,4,AM,2020-08-18 10:30:00,,
1375,Recreation,Zuleika Diaz,08/18/2020 10:30:00 AM,Manhattan,Park,Highbridge Park,KIM Outdoor Programming,Community Based Event,Sport,Summer 2020,Tot;#Children;#Teens;#Adults,8,AM,2020-08-18 10:30:00,-73.9257492,40.8537599
1376,Recreation,Guy Ruffin & Daniel Colonna,08/18/2020 10:30:00 AM,Manhattan,Park,Thomas Jefferson Park,SSE Outdoor Programming,Community Based Event,Sport,Summer 2020,Tot;#Children;#Teens,13,AM,2020-08-18 10:30:00,-73.9352341,40.7933578
1377,Recreation,,08/18/2020 10:30:00 AM,Manhattan,Playground,St. Nicholas Playground North,KIM Outdoor Programming,Community Based Event,Sport,Summer 2020,Tot;#Children;#Teens,6,AM,2020-08-18 10:30:00,,
1378,Recreation,Leo Saito,08/18/2020 10:30:00 AM,Manhattan,Park,Marcus Garvey Park,KIM Outdoor Programming,Community Based Event,Sport,Summer 2020,Tot,2,AM,2020-08-18 10:30:00,-73.9437629,40.8044257
1379,Recreation,Debra Edwards,08/18/2020 11:00:00 AM,Bronx,Park,"Huns Point, Williamsbridge Oval & St. Mary's Park",The Bronx Safari Revolution,Local Event,Family Festival,,Children;#General Public,40,AM,2020-08-18 11:00:00,-73.8763876,40.8776269
1380,Recreation,,08/18/2020 11:00:00 AM,Staten Island,Playground,De Matti Playground,Arts and Crafts,Community Based Event,Arts/Culture,Summer 2020,Children;#Teens,3,AM,2020-08-18 11:00:00,-74.07425649999999,40.6145077
1381,Recreation,,08/18/2020 11:00:00 AM,Bronx,Park,Poe Park,All About me collages,Local Event,Arts/Culture,Summer 2020,Tot;#Children;#Adults;#Teens;#Adaptive,26,AM,2020-08-18 11:00:00,-73.8945473,40.8648137
1382,Recreation,,08/18/2020 11:00:00 AM,Queens,Playground,Corona Golf Playground,Kids In Motion,Community Based Event,KIM,Summer 2020,Children;#Tot;#General Public,21,AM,2020-08-18 11:00:00,-73.8549547,40.7474938
1383,Recreation,,08/18/2020 11:00:00 AM,Queens,Park,Queensbridge Park,Kids In Motion,Community Based Event,KIM,Summer 2020,Children;#Tot;#General Public,24,AM,2020-08-18 11:00:00,-73.9486111,40.7566667
1384,Recreation,,08/18/2020 11:00:00 AM,Queens,Playground,Hoover - Manton Playgrounds,Kids In Motion,Community Based Event,KIM,Summer 2020,Children;#Tot;#General Public,35,AM,2020-08-18 11:00:00,-73.8216889,40.7120075
1385,Recreation,,08/18/2020 11:00:00 AM,Queens,Park,Beach 17th Street,Kids In Motion,Community Based Event,KIM,Summer 2020,Tot;#Children;#General Public,8,AM,2020-08-18 11:00:00,-73.7512371,40.5962916
1386,Recreation,,08/18/2020 11:00:00 AM,Queens,Park,Beach 17th Street,Boot Camp,Community Based Event,Fitness,Summer 2020,General Public;#Adults;#Young Adult,2,AM,2020-08-18 11:00:00,-73.7512371,40.5962916
1387,Urban Park Rangers,General Public,08/18/2020 11:10:00 AM,Queens,Playground,Al Mauro Playground,Nature Art,Community Based Event,Nature,Summer 2020,Tot;#Young Adult;#Children;#Adults,19,AM,2020-08-18 11:10:00,-73.8270388,40.7229775
1388,Urban Park Rangers,General Public,08/18/2020 11:20:00 AM,Brooklyn,Playground,Marion Hopkinson Playground,Hawk Watch!,Community Based Event,Nature,Summer 2020,Young Adult,3,AM,2020-08-18 11:20:00,-73.9139151,40.6816524
1389,Urban Park Rangers,General Public,08/18/2020 12:00:00 PM,Queens,Park,Forest Park,The Circle of Life / Birds Birds Birds,Community Based Event,Nature,Summer 2020,General Public,11,PM,2020-08-19 00:00:00,,
1390,Recreation,,08/18/2020 12:00:00 PM,Staten Island,Playground,De Matti Playground,Fit Kids,Community Based Event,Fitness,Summer 2020,Children;#Teens,6,PM,2020-08-19 00:00:00,-74.07425649999999,40.6145077
1391,Recreation,Mauricio Cortez,08/18/2020 12:00:00 PM,Brooklyn,Playground,Star Spangled Playground,Youth Summer Pop Up Recreation,Local Event,Sport,Summer 2020,Tot;#Children;#Young Adult,5,PM,2020-08-19 00:00:00,-73.9579416,40.6921253
1392,Recreation,Loretta Burgess-sneed,08/18/2020 12:00:00 PM,Bronx,Recreation Center,St. Mary's Recreation Center,Toddler Adventures  Puppet Mobile Event,Community Based Event,Arts/Culture,Summer 2020,Tot;#Children,30,PM,2020-08-19 00:00:00,-73.91410669999999,40.8114492
1393,Recreation,,08/18/2020 12:00:00 PM,Bronx,Park,St. Mary's Park,Skills and Drills,Community Based Event,Sport,Tier 1,Teens,0,PM,2020-08-19 00:00:00,-73.9120243,40.8117387
1394,Recreation,Elijah Rodgers,08/18/2020 12:00:00 PM,Brooklyn,Playground,100% Playground,Youth Summer Pop Up Recreation,Local Event,Mobile Unit,Summer 2020,Teens,10,PM,2020-08-19 00:00:00,-73.8990554,40.6465901
1395,Recreation,Matthew O'Neill,08/18/2020 12:00:00 PM,Brooklyn,Park,Paerdegat Park,Senior Stretch,Agency Produced Event,Fitness,Summer 2020,Seniors,2,PM,2020-08-19 00:00:00,-73.938164,40.6379063
1396,Recreation,Ocean Breeze Recreation Staff,08/18/2020 12:00:00 PM,Staten Island,Park,Ocean Breeze Park,Ocean Breeze Summer Sports Sizzler - Balance & Stability Games,Open House,Sport,Summer 2020,General Public,0,PM,2020-08-19 00:00:00,,
1397,Urban Park Rangers,General Public,08/18/2020 12:13:00 PM,Queens,Park,Captain Tilly Park,Nature Art and Birds,Community Based Event,Nature,Summer 2020,Children;#Adults,4,PM,2020-08-19 00:13:00,-73.79899499999999,40.7122695
1398,Recreation,Jonathan Adone,08/18/2020 01:00:00 PM,Brooklyn,Park,McKinley Park,Fitness,Local Event,Fitness,Summer 2020,Adults,3,PM,2020-08-18 13:00:00,,
1399,Recreation,,08/18/2020 01:00:00 PM,Bronx,Recreation Center,St. Mary's Recreation Center,step it up,Community Based Event,Sport,Summer 2020,Children,4,PM,2020-08-18 13:00:00,-73.91410669999999,40.8114492
1400,Urban Park Rangers,General Public,08/18/2020 01:30:00 PM,Staten Island,Park,Clove Lakes Park,Ranger Trivia!,Community Based Event,Nature,Summer 2020,Children,2,PM,2020-08-18 13:30:00,-74.11163979999999,40.6186608
1401,Urban Park Rangers,General Public,08/18/2020 01:50:00 PM,Staten Island,Park,Clove Lakes Park,Nature Hike,Community Based Event,Nature,Summer 2020,Children;#Adults;#General Public,2,PM,2020-08-18 13:50:00,-74.11163979999999,40.6186608
1402,Recreation,,08/18/2020 02:00:00 PM,Staten Island,Playground,De Matti Playground,Arts and Crafts,Community Based Event,Arts/Culture,Summer 2020,Children;#Teens,5,PM,2020-08-18 14:00:00,-74.07425649999999,40.6145077
1403,Recreation,,08/18/2020 02:00:00 PM,Staten Island,Playground,De Matti Playground,Fit Kids,Community Based Event,Fitness,Summer 2020,Children;#Teens,3,PM,2020-08-18 14:00:00,-74.07425649999999,40.6145077
1404,Recreation,,08/18/2020 02:00:00 PM,Bronx,Park,Poe Park,Workshop with Street Artist Lady JDay,Local Event,Arts/Culture,Summer 2020,Tot;#Children;#Adults;#Young Adult;#Teens,14,PM,2020-08-18 14:00:00,-73.8945473,40.8648137
1405,Recreation,Ocean Breeze Recreation Staff,08/18/2020 02:00:00 PM,Staten Island,Park,Ocean Breeze Park,Side Walk Games,Open House,Family Festival,Summer 2020,General Public,0,PM,2020-08-18 14:00:00,,
1406,Urban Park Rangers,General Public,08/18/2020 02:30:00 PM,Brooklyn,Park,Thomas Boyland Park,These Bees Don't Sting,Community Based Event,Nature,Summer 2020,General Public,8,PM,2020-08-18 14:30:00,-73.90731939999999,40.6814551
1407,Urban Park Rangers,General Public,08/18/2020 02:55:00 PM,Staten Island,Park,Clove Lakes Park,Photo Scavenger Hunt,Community Based Event,Nature,Summer 2020,Children;#General Public,2,PM,2020-08-18 14:55:00,-74.11163979999999,40.6186608
1408,Recreation,,08/18/2020 03:00:00 PM,Staten Island,Playground,De Matti Playground,Walk-a-thon,Community Based Event,Fitness,Summer 2020,Children;#Teens,3,PM,2020-08-18 15:00:00,-74.07425649999999,40.6145077
1409,Recreation,,08/18/2020 03:00:00 PM,Bronx,Playground,St. Mary's Park West,Hip Hop and Jazz,Open House,Performance,Dance,Children;#Teens,5,PM,2020-08-18 15:00:00,-73.9120243,40.8117387
1410,Urban Park Rangers,General Public,08/18/2020 03:00:00 PM,Staten Island,Playground,Clove Lakes Playground,Roaming bio facts,Community Based Event,Nature,,Children;#General Public,12,PM,2020-08-18 15:00:00,-74.11163979999999,40.6186608
1411,Urban Park Rangers,General Public,08/18/2020 03:30:00 PM,Bronx,Park,Claremont Park,Nest Exploration,Community Based Event,Nature,Summer 2020,General Public,6,PM,2020-08-18 15:30:00,-73.9075506,40.8409
1412,Recreation,Carl Antoine,08/18/2020 03:30:00 PM,Bronx,Park,Williamsbridge Oval Park,Sports Drills,Community Based Event,Sport,Summer 2020,Children,2,PM,2020-08-18 15:30:00,-73.8763876,40.8776269
1413,Urban Park Rangers,General Public,08/18/2020 03:50:00 PM,Bronx,Park,Claremont Park,Ranger Says,Community Based Event,Nature,Summer 2020,General Public,10,PM,2020-08-18 15:50:00,-73.9075506,40.8409
1414,Recreation,,08/18/2020 04:00:00 PM,Staten Island,Playground,De Matti Playground,Hula Hoop Fitness,Community Based Event,Fitness,Summer 2020,Children;#Teens,3,PM,2020-08-18 16:00:00,-74.07425649999999,40.6145077
1415,Urban Park Rangers,General Public,08/18/2020 04:08:00 PM,Queens,Park,Broad Channel American Park,Wildlife by the Beach!,Community Based Event,Nature,Summer 2020,General Public,6,PM,2020-08-18 16:08:00,-73.8226808,40.5959691
1416,Recreation,,08/18/2020 05:00:00 PM,Staten Island,Playground,De Matti Playground,Sports Drills,Community Based Event,Fitness,Summer 2020,Children;#Teens,0,PM,2020-08-18 17:00:00,-74.07425649999999,40.6145077
1417,Recreation,Shape Up NYC,08/18/2020 07:00:00 PM,Manhattan,Park,Thomas Jefferson Park,Shape Up NYC: Afro-Dance,Community Based Event,Fitness,Summer 2020,Adults,8,PM,2020-08-18 19:00:00,-73.9352341,40.7933578
1418,Recreation,Shape Up,08/19/2020 07:30:00 AM,Staten Island,Park,Clove Lakes Park,Shape Up NYC: FitMix,Community Based Event,Fitness,Summer 2020,Adults,7,AM,2020-08-19 07:30:00,-74.11163979999999,40.6186608
1419,Recreation,Stronger Than Ever,08/19/2020 08:00:00 AM,Staten Island,Playground,Jennifer's Playground,Stronger Than Ever,Open House,Fitness,Summer 2020,Seniors,15,AM,2020-08-19 08:00:00,-74.16306469999999,40.620056
1420,Recreation,Ocean Breeze Recreation Staff,08/19/2020 08:30:00 AM,Staten Island,Park,Ocean Breeze Park,Open Patio Area,Open House,Fitness,Summer 2020,General Public,0,AM,2020-08-19 08:30:00,,
1421,Recreation,Ocean Breeze Recreation Staff,08/19/2020 08:30:00 AM,Staten Island,Park,Ocean Breeze Park,Wake-Up Stretch and Relax Yoga,Open House,Fitness,Summer 2020,General Public,7,AM,2020-08-19 08:30:00,,
1422,Recreation,Elijah Rodgers,08/19/2020 09:00:00 AM,Brooklyn,Playground,West Playground,Youth Summer Pop Up Recreation,Local Event,Mobile Unit,Summer 2020,Children,0,AM,2020-08-19 09:00:00,,
1423,Recreation,Matthew O'Neill,08/19/2020 09:00:00 AM,Brooklyn,Park,Sunset Park,Interval Power Walk,Agency Produced Event,Fitness,,Adults,0,AM,2020-08-19 09:00:00,-74.00933479999999,40.65272
1424,Recreation,Andrea Williams,08/19/2020 09:30:00 AM,Brooklyn,Playground,Hilltop Playground,Mobile Recreation,Community Based Event,Sport,Summer 2020,Tot,0,AM,2020-08-19 09:30:00,-73.91427929999999,40.675355
1425,Recreation,Ocean Breeze Park,08/19/2020 09:45:00 AM,Staten Island,Park,Ocean Breeze Park,Bend & Flex,Open House,Fitness,Summer 2020,General Public,7,AM,2020-08-19 09:45:00,,
1426,Recreation,,08/19/2020 10:00:00 AM,Bronx,Park,St. James Park,,Community Based Event,Sport,Summer 2020,Children;#Tot,2,AM,2020-08-19 10:00:00,,
1427,Recreation,Jonathan Adone,08/19/2020 10:00:00 AM,Brooklyn,Park,Leif Ericson Park,Pick Up Pickleball,Local Event,Fitness,Summer 2020,Seniors,0,AM,2020-08-19 10:00:00,-74.0229794,40.6372953
1428,Recreation,Jeslyn galarza,08/19/2020 10:00:00 AM,Bronx,Playground,St. Mary's park Parking Lot,Trap and Spin,Open House,Fitness,Fitness,Adults;#Young Adult,0,AM,2020-08-19 10:00:00,-73.9120243,40.8117387
1429,Recreation,Ingrid Tafe,08/19/2020 10:00:00 AM,Bronx,Park,Williamsbridge Oval Park,Circuit Training,Community Based Event,Fitness,Summer 2020,Adults;#Seniors,0,AM,2020-08-19 10:00:00,-73.8763876,40.8776269
1430,Recreation,Zuleika Diaz,08/19/2020 10:30:00 AM,Manhattan,Park,Highbridge Park,KIM Outdoor Programming,Community Based Event,Sport,Summer 2020,Adults,3,AM,2020-08-19 10:30:00,-73.9257492,40.8537599
1431,Recreation,,08/19/2020 11:00:00 AM,Bronx,Recreation Center,St. Mary's Recreation Center,Toddler Adventures,Community Based Event,Arts/Culture,Summer 2020,Tot,0,AM,2020-08-19 11:00:00,-73.91410669999999,40.8114492
1432,Recreation,,08/19/2020 11:00:00 AM,Staten Island,Playground,De Matti Playground,Hula Hoop Fitness,Community Based Event,Fitness,Summer 2020,Children;#Teens,0,AM,2020-08-19 11:00:00,-74.07425649999999,40.6145077
1433,Recreation,,08/19/2020 11:00:00 AM,Bronx,Park,Poe Park,STEM: Toy Car Garage,Local Event,Arts/Culture,Summer 2020,Tot;#Children;#Adults;#Teens,0,AM,2020-08-19 11:00:00,-73.8945473,40.8648137
1434,Recreation,,08/19/2020 11:00:00 AM,Queens,Playground,Corona Golf Playground,Kids In Motion,Community Based Event,KIM,Summer 2020,Children;#Tot;#General Public,9,AM,2020-08-19 11:00:00,-73.8549547,40.7474938
1435,Recreation,,08/19/2020 11:00:00 AM,Queens,Playground,North Rochdale Playground,Kids in Motion Pop-Up,Community Based Event,KIM,Summer 2020,Children;#Tot;#General Public,8,AM,2020-08-19 11:00:00,-73.774982,40.6800091
1436,Recreation,,08/19/2020 11:00:00 AM,Queens,Playground,Hoover - Manton Playgrounds,Kids In Motion,Community Based Event,KIM,Summer 2020,Children;#Tot;#General Public,6,AM,2020-08-19 11:00:00,-73.8216889,40.7120075
1437,Recreation,,08/19/2020 11:00:00 AM,Queens,Park,Bayswater Park,Kids In Motion,Community Based Event,KIM,Summer 2020,Tot;#Children;#General Public,11,AM,2020-08-19 11:00:00,-73.7691138,40.599056
1438,Recreation,,08/19/2020 11:00:00 AM,Queens,Park,Juniper Valley Park,Summer Sports Experience,Community Based Event,Sport,Summer 2020,Tot;#Children;#General Public,6,AM,2020-08-19 11:00:00,-73.8796677,40.7204799
1439,Recreation,,08/19/2020 11:00:00 AM,Queens,Park,Detective Keith L Williams Park,Kids in Motion Pop-Up,Community Based Event,KIM,Summer 2020,Tot;#Children;#General Public,0,AM,2020-08-19 11:00:00,-73.7844531,40.7028871
1440,Recreation,,08/19/2020 12:00:00 PM,Staten Island,Playground,De Matti Playground,Walk-a-thon,Community Based Event,Fitness,Summer 2020,Children;#Teens,0,PM,2020-08-20 00:00:00,-74.07425649999999,40.6145077
1441,Recreation,Ocean Breeze Recreation Staff,08/19/2020 12:00:00 PM,Staten Island,Park,Ocean Breeze Park,Ocean Breeze Summer Sports Sizzler - Soccer Skills,Open House,Sport,Summer 2020,General Public,0,PM,2020-08-20 00:00:00,,
1442,Recreation,Jonathan Adone,08/19/2020 01:00:00 PM,Brooklyn,Park,McKinley Park,TABATA,Local Event,Fitness,Summer 2020,Adults;#Seniors,5,PM,2020-08-19 13:00:00,,
1443,Recreation,,08/19/2020 02:00:00 PM,Bronx,Recreation Center,St. Mary's Recreation Center,Paint With Me,Community Based Event,Arts/Culture,Summer 2020,Children,0,PM,2020-08-19 14:00:00,-73.91410669999999,40.8114492
1444,Recreation,,08/19/2020 02:00:00 PM,Staten Island,Playground,De Matti Playground,Arts and Crafts,Community Based Event,Arts/Culture,Summer 2020,Children;#Teens;#Tot,0,PM,2020-08-19 14:00:00,-74.07425649999999,40.6145077
1445,Recreation,Ocean Breeze Recreation Staff,08/19/2020 02:00:00 PM,Staten Island,Park,Ocean Breeze Park,Side Walk Games,Open House,Family Festival,Summer 2020,General Public,0,PM,2020-08-19 14:00:00,,
1446,Recreation,Jeslyn Galarza,08/19/2020 03:00:00 PM,Bronx,Playground,St. Mary's park West,Hip Jop and Jazz,Open House,Performance,,Children;#Teens,0,PM,2020-08-19 15:00:00,-73.9120243,40.8117387
1447,Recreation,,08/19/2020 03:00:00 PM,Staten Island,Playground,De Matti Playground,Fit Kids,Community Based Event,Fitness,Summer 2020,Children;#Teens,2,PM,2020-08-19 15:00:00,-74.07425649999999,40.6145077
1448,Urban Park Rangers,General Public,08/19/2020 03:26:00 PM,Queens,Park,Baisley Pond Park,Wildlife Viewing,Community Based Event,Nature,Summer 2020,General Public,2,PM,2020-08-19 15:26:00,-73.786025,40.6737751
1449,Recreation,Sarah Bishow-Semevolos,08/19/2020 03:30:00 PM,Bronx,Playground,Williamsbridge Oval Park,All About Me,Local Event,Arts/Culture,Summer 2020,Children;#Young Adult;#Teens,20,PM,2020-08-19 15:30:00,-73.8763876,40.8776269
1450,Urban Park Rangers,General Public,08/19/2020 03:30:00 PM,Manhattan,Pool,Wagner,"Wanna talk about birds, bugs, or trees?",Community Based Event,Nature,Summer 2020,General Public,4,PM,2020-08-19 15:30:00,,
1451,Urban Park Rangers,General Public,08/19/2020 03:30:00 PM,Bronx,Park,Highbridge Park,Highbridge History,Community Based Event,Nature,Summer 2020,Children;#Young Adult;#Adults,5,PM,2020-08-19 15:30:00,-73.9257492,40.8537599
1452,Urban Park Rangers,General Public,08/19/2020 03:45:00 PM,Queens,Park,Baisley Pond Park,Don't Feed the Turtles / Wildlife of Baisley Pond Park,Community Based Event,Nature,Summer 2020,General Public,2,PM,2020-08-19 15:45:00,-73.786025,40.6737751
1453,Urban Park Rangers,General Public,08/19/2020 04:00:00 PM,Queens,Park,Baisley Pond Park,Birds!,Community Based Event,Nature,Summer 2020,General Public,7,PM,2020-08-19 16:00:00,-73.786025,40.6737751
1454,Recreation,,08/19/2020 04:00:00 PM,Staten Island,Playground,De Matti Playground,Hula Hoop Fitness,Community Based Event,Fitness,Summer 2020,Children;#Teens,0,PM,2020-08-19 16:00:00,-74.07425649999999,40.6145077
1455,Recreation,,08/19/2020 05:00:00 PM,Staten Island,Playground,De Matti Playground,Sports Drills,Community Based Event,Fitness,Summer 2020,Children;#Teens,0,PM,2020-08-19 17:00:00,-74.07425649999999,40.6145077
1456,Urban Park Rangers,Mappy Hour NYC,08/19/2020 07:00:00 PM,Manhattan,Nature Center,Payson Park House,Virtual Mappy Hour with Ranger Dan,Community Based Event,Nature,Summer 2020,Adults;#Young Adult;#General Public,47,PM,2020-08-19 19:00:00,,
1457,Recreation,,08/20/2020 07:00:00 AM,Bronx,Recreation Center,St. James Recreation Center,Spin for Life,Community Based Event,Fitness,Summer 2020,Young Adult;#Adults;#Seniors,23,AM,2020-08-20 07:00:00,-73.8988889,40.8644444
1458,Recreation,,08/20/2020 08:30:00 AM,Manhattan,Park,James J Walker Park,Boot Camp,Local Event,Fitness,Summer 2020,Adults;#Young Adult,9,AM,2020-08-20 08:30:00,-74.0063953,40.7298199
1459,Recreation,Ocean Breeze Recreation Staff,08/20/2020 08:30:00 AM,Staten Island,Park,Ocean Breeze Park,Open Patio Area,Open House,Family Festival,Summer 2020,General Public,1,AM,2020-08-20 08:30:00,,
1460,Recreation,,08/20/2020 08:45:00 AM,Bronx,Recreation Center,St. James Recreation Center,Stretching & Relaxation,Open House,Fitness,Summer 2020,Young Adult;#Adults;#Seniors,5,AM,2020-08-20 08:45:00,-73.8988889,40.8644444
1461,Recreation,"Mauricio Cortez, Deborah Grant, Tracy Boyland",08/20/2020 09:00:00 AM,Brooklyn,Park,Coffey Park,Youth Summer Pop Up Recreation,Local Event,Sport,Summer 2020,Tot;#Children;#Young Adult,40,AM,2020-08-20 09:00:00,-74.008479,40.6776243
1462,Recreation,Matthew O'Neill,08/20/2020 09:00:00 AM,Brooklyn,Park,Paerdegat Park,Flex and Stretch,Agency Produced Event,Fitness,Summer 2020,Seniors,4,AM,2020-08-20 09:00:00,-73.938164,40.6379063
1463,Urban Park Rangers,General Public,08/20/2020 09:30:00 AM,Manhattan,Park,Inwood Hill Park,Hey aren't you those rangers from facebook live?,Community Based Event,Nature,Summer 2020,General Public,4,AM,2020-08-20 09:30:00,-73.924776,40.8721829
1464,Urban Park Rangers,General Public,08/20/2020 09:30:00 AM,Staten Island,Park,Snug Harbor Cultural Center & Botanical Garden,Tick Tock o'Clock,Community Based Event,Nature,Summer 2020,General Public,6,AM,2020-08-20 09:30:00,-74.1027431,40.6433718
1465,Urban Park Rangers,general public,08/20/2020 10:00:00 AM,Manhattan,Park,Central Park,What are you using for bait?,Community Based Event,Nature,Summer 2020,General Public,2,AM,2020-08-20 10:00:00,-73.9665138,40.7812199
1466,Recreation,,08/20/2020 10:00:00 AM,Bronx,Recreation Center,St. James Recreation Center,Toddler Games,Community Based Event,Sport,Summer 2020,Tot;#Children,20,AM,2020-08-20 10:00:00,-73.8988889,40.8644444
1467,Recreation,Andrea Williams,08/20/2020 10:00:00 AM,Brooklyn,Playground,Linden Park,Mobile Recreation,Community Based Event,Sport,Summer 2020,Tot;#Children;#Teens,18,AM,2020-08-20 10:00:00,-73.8871125,40.6589543
1468,Recreation,Deirdra Lacy,08/20/2020 10:00:00 AM,Brooklyn,Park,St. John's Park,Summer 2020 Outdoor Program,Agency Produced Event,Fitness,Summer 2020,Young Adult;#Adults;#Seniors;#General Public,22,AM,2020-08-20 10:00:00,-73.9350389,40.6742179
1469,Recreation,Jonathan Adone,08/20/2020 10:00:00 AM,Brooklyn,Park,McKinley Park,Fitness,Local Event,Fitness,Summer 2020,Adults,4,AM,2020-08-20 10:00:00,,
1470,Recreation,Carl Antoine,08/20/2020 10:00:00 AM,Bronx,Park,Williamsbridge Oval Park,Pickle Ball,Community Based Event,Sport,,Seniors,6,AM,2020-08-20 10:00:00,-73.8763876,40.8776269
1471,Recreation,Art Students League,08/20/2020 10:30:00 AM,Manhattan,Park,Inwood Hill Park,"Arts, Culture & Fun",Local Event,Arts/Culture,AC&F,Children;#Adults;#Seniors,8,AM,2020-08-20 10:30:00,-73.924776,40.8721829
1472,Recreation,Daniel Colonna & Guy Ruffin,08/20/2020 10:30:00 AM,Manhattan,Park,Thomas Jefferson Park,SSE Outdoor Programming,Community Based Event,Sport,Summer 2020,Tot;#Children;#Teens,33,AM,2020-08-20 10:30:00,-73.9352341,40.7933578
1473,Recreation,Ricardo Sanchez,08/20/2020 10:30:00 AM,Manhattan,Park,Columbus Park,KIM Outdoor Programming,Community Based Event,Sport,Summer 2020,Tot;#Children,12,AM,2020-08-20 10:30:00,-74.0000483,40.7155353
1474,Recreation,Yadiel Arce,08/20/2020 10:30:00 AM,Manhattan,Playground,St. Nicholas Playground North,KIM Outdoor Programming,Community Based Event,Sport,Summer 2020,Tot;#Children,6,AM,2020-08-20 10:30:00,,
1475,Recreation,Zuleika Diaz,08/20/2020 10:30:00 AM,Manhattan,Park,Highbridge Park,KIM Outdoor Programming,Community Based Event,Sport,Summer 2020,Tot;#Children;#Adults,7,AM,2020-08-20 10:30:00,-73.9257492,40.8537599
1476,Recreation,,08/20/2020 11:00:00 AM,Staten Island,Playground,De Matti Playground,Arts and Crafts,Community Based Event,Arts/Culture,Summer 2020,Children;#Tot;#Teens,0,AM,2020-08-20 11:00:00,-74.07425649999999,40.6145077
1477,Recreation,St James,08/20/2020 11:00:00 AM,Bronx,Recreation Center,St. James Recreation Center,A Walk In The Park,Community Based Event,Fitness,Summer 2020,Adults,2,AM,2020-08-20 11:00:00,-73.8988889,40.8644444
1478,Urban Park Rangers,public,08/20/2020 11:00:00 AM,Manhattan,Playground,Payson Playground,Tortoise Time,Community Based Event,Nature,Summer 2020,General Public,8,AM,2020-08-20 11:00:00,-73.9289482,40.8673039
1479,Recreation,,08/20/2020 11:00:00 AM,Queens,Playground,Corona Golf Playground,Kids In Motion,Community Based Event,KIM,Summer 2020,Children;#Tot;#General Public,12,AM,2020-08-20 11:00:00,-73.8549547,40.7474938
1480,Recreation,,08/20/2020 11:00:00 AM,Queens,Park,Queensbridge Park,Kids In Motion,Community Based Event,KIM,Summer 2020,Children;#Tot;#General Public,40,AM,2020-08-20 11:00:00,-73.9486111,40.7566667
1481,Recreation,,08/20/2020 11:00:00 AM,Queens,Playground,Hoover - Manton Playgrounds,Kids In Motion,Community Based Event,KIM,Summer 2020,Tot;#Children;#General Public,58,AM,2020-08-20 11:00:00,-73.8216889,40.7120075
1482,Recreation,,08/20/2020 11:00:00 AM,Queens,Park,Beach 17th Street,Spin,Community Based Event,Fitness,Summer 2020,General Public;#Young Adult;#Adults,6,AM,2020-08-20 11:00:00,-73.7512371,40.5962916
1483,Recreation,,08/20/2020 11:00:00 AM,Queens,Park,Detective Keith L Williams Park,Summer Sports Experience,Community Based Event,Sport,Summer 2020,Tot;#Children;#General Public,3,AM,2020-08-20 11:00:00,-73.7844531,40.7028871
1484,Recreation,,08/20/2020 11:00:00 AM,Queens,Park,Beach 17th Street,Kids in Motion,Community Based Event,KIM,Summer 2020,Tot;#Children;#General Public,5,AM,2020-08-20 11:00:00,-73.7512371,40.5962916
1485,Urban Park Rangers,General Public,08/20/2020 11:30:00 AM,Brooklyn,Playground,Martin Luther King Jr. Playground,Insect Stretch and Animal Workouts,Local Event,Nature,Summer 2020,General Public,6,AM,2020-08-20 11:30:00,-73.9504937,40.80031779999999
